,std_bond_length,skew_bond_length,distortion_index,quadratic_elongation,n_corner_pairs,n_edge_pairs,n_face_pairs,n_atoms_in_cell,avg_bond_angles,std_bond_length_angles,skew_bond_length_angles,volumes,bond_angle_variance,central_atoms,polyhedra_formula,poly_types,n_atoms_per_cell,Formula,cif_name,Structure type,Mol wt (g/mol),Total Number of TM,Capacity (mAh/g),1st Discharge (mAh/g),1st Charge (mAh/g),1st Charge/1st Discharge Ratio,2nd Discharge (mAh/g),2nd/1st Discharge Ratio,x moles of Li+,Li/TM ,Rate of cycling (nC),m (width),n (height),Repeat ,Cycling Shape,Paper with reported capacity,Structure,Area,Perimeter,num_edge_pairs/num_corner_pairs
13,0.1549021576340986,0.6735804873411705,0.061034965,1.2237571883877492,136,168,0,328,90.15887422520464,4.032065127828856,-0.028511669,10.435609462856238,21.665746833754536,Nb,O6,Octahedron,328,Nb12O29,FeNb11O29,WR,1541.8,12,288.8,294.46,298.56,1.013923793,288.98,0.981389662,16.6137599,0.722292851,0.5,3,4,inf,Symmetric,10.1063/5.0054030,Wadsley-Roth,12,14,1.235294118
14,0.015568621,-0.653383524,0.006891562,1.206529024047492,192,48,0,144,89.96767936885652,2.299722102915377,1.0938918477309925,12.306934152943745,5.770654226001859,Fe,O6,Octahedron,144,Nb2FeO6,FeNb2O6,,,,,,,,,,,,,,,,,,,,,0.25
15,0.1420382183684522,-0.031115244,0.068613039,1.2209912583865885,192,48,0,144,90.03063650859458,3.250552164314779,-1.249648053,10.552362322212652,11.527666874825847,Nb,O6,Octahedron,144,Nb2FeO6,FeNb2O6,,,,,,,,,,,,,,,,,,,,,0.25
16,8.09296678483075e-16,,4.0000895404355645e-16,2.256328570516546,176,106,0,160,109.50001384186436,3.0012262516767185,0.7071067811865543,2.7484183366338018,10.809825675053215,Ge,O4,Tetrahedron,160,Nb13Ge2O25,GeNb18.896O50,WR,2496.9,18,165.4,260,212.5,0.817307692,230,0.884615385,15.40917382,0.856065212,0.1,3,3,inf,Symmetric,10.1016/j.electacta.2018.06.109,Wadsley-Roth,9,12,0.602272727
17,0.1361836636385061,0.3357308733913596,0.051491433,1.2205976736006177,176,106,0,160,90.15885399,4.211761160540626,-0.053472035,10.291567790203311,21.80543792046053,Nb,O6,Octahedron,160,Nb13Ge2O25,GeNb18.896O50,WR,2496.9,18,165.4,260,212.5,0.817307692,230,0.884615385,15.40917382,0.856065212,0.1,3,3,inf,Symmetric,10.1016/j.electacta.2018.06.109,Wadsley-Roth,9,12,0.602272727
18,0.1384522454179241,-1.113305675,0.063302544,2.6046510306584616,176,106,0,160,110.29522368104624,16.012624925475066,0.8338719251330461,2.748418336633799,308.49976562961393,Nb,O4,Tetrahedron,160,Nb13Ge2O25,GeNb18.896O50,WR,2496.9,18,165.4,260,212.5,0.817307692,230,0.884615385,15.40917382,0.856065212,0.1,3,3,inf,Symmetric,10.1016/j.electacta.2018.06.109,Wadsley-Roth,9,12,0.602272727
19,0.1495460283239068,0.4891771462924281,0.057573323,1.224422771498503,94,85,0,198,90.15198014006867,4.219685853729822,0.1020940376010763,10.282532532398534,22.140065424445083,Nb,O6,Octahedron,198,Nb29O70,H_Nb2O5,WR,265.8,2,164.1,225,215.29,0.956844444,212.5,0.944444444,1.627444763,0.813722382,0.1,3,3,inf,Symmetric,10.1021/jacs.6b04345,Wadsley-Roth,9,12,0.904255319
20,0.012873731,-6.49E-15,0.007052532,2.278735525296111,94,85,0,198,109.54009878849897,5.203444547726905,0.8720607839971573,3.062653175691524,32.49669523364212,Nb,O4,Tetrahedron,198,Nb29O70,H_Nb2O5,WR,265.8,2,164.1,225,215.29,0.956844444,212.5,0.944444444,1.627444763,0.813722382,0.1,3,3,inf,Symmetric,10.1021/jacs.6b04345,Wadsley-Roth,9,12,0.904255319
21,0.046533312,0.7071067811865464,0.015740744,4.1693568500544025,80,52,4,96,103.4808914,27.774219292494607,0.3670725704209368,20.34575206380516,,K,O6,Trigonal prism,96,KNb3O8,KNb3O8,Layered,445.81,3,382.87,382.87,172.68,0.451014705,191.97,0.501397341,6.368598113,2.122866038,0.0056,2,2,inf,Symmetric,10.1039/D1TA02992D,Wadsley-Roth Adjacent,4,8,0.65
22,0.2032939540157766,0.5362347105270845,0.076226401,1.2403506089234506,80,52,4,96,90.12526026990244,4.357394264015142,0.282635751,10.41869441353957,20.82587547,Nb,O6,Octahedron,96,KNb3O8,KNb3O8,Layered,445.81,3,382.87,382.87,172.68,0.451014705,191.97,0.501397341,6.368598113,2.122866038,0.0056,2,2,inf,Symmetric,10.1039/D1TA02992D,Wadsley-Roth Adjacent,4,8,0.65
23,0.1236649695848731,0.404227501,0.054865382,1.2220760912845732,128,32,0,96,90.08317110051492,3.917928743469784,-0.857944454,10.515378431100062,16.75318153185554,Nb,O6,Octahedron,96,NbZnO4,KV2NbO8,,,,,,,,,,,,,,,,,,,,,0.25
24,0.082423864,0.3851403568071166,0.034863773,1.225802062348876,128,32,0,96,89.96809503751227,3.335580601883223,0.4669242799502907,11.946835984902084,12.138671867226533,Zn,O6,Octahedron,96,NbZnO4,KV2NbO8,,,,,,,,,,,,,,,,,,,,,0.25
25,0.095553098,0.450875134,0.03781106,1.2234898804018752,96,48,0,96,89.97889977512413,3.423354932498465,-0.726573352,13.42099762331254,12.78524096001969,Li,O6,Octahedron,96,LiNb3O8,LiNb3O8,Columbite,413.66,3,234,312.11,,,308.55,0.988593765,3.611620293,1.203873431,0.1,,,,Asymmetric,10.1021/jp206505y,Wadsley-Roth Adjacent,,,0.5
26,0.1432892774639847,0.4094246805452662,0.06136616,1.2199257013909095,96,48,0,96,90.02938848,2.974083185211135,-0.292097566,10.359494125755369,10.28390189241909,Nb,O6,Octahedron,96,LiNb3O8,LiNb3O8,Columbite,413.66,3,234,312.11,,,308.55,0.988593765,3.611620293,1.203873431,0.1,,,,Asymmetric,10.1021/jp206505y,Wadsley-Roth Adjacent,,,0.5
27,0.023413302,1.1547005383792464,0.011003519,2.265621130828451,144,72,0,104,109.4368601671325,1.988479529,3.1300209710909096e-15,3.178079791096022,4.746277774473375,Li,O4,Tetrahedron,104,LiScMo3O8,LiScMo3O8,Kagome ,467.71,3,120,115,80,,2.094115355,0.698038452,,,C/10,,,100,Symmetric,10.1021/jacs.1c12070,Wadsley-Roth Adjacent,,,0.5
28,0.1525873713500863,0.4113543143165939,0.069812632,1.2043179705969662,144,72,0,104,90.00199811,4.092853116980751,-0.035359691,10.20440799422515,18.274309777774388,Mo,O6,Octahedron,104,LiScMo3O8,LiScMo3O8,Kagome ,467.71,3,120,115,80,,2.094115355,0.698038452,,,C/10,,,100,Symmetric,10.1021/jacs.1c12070,Wadsley-Roth Adjacent,,,0.5
29,0.1480381152982396,-2.14E-16,0.066877187,1.229284032923168,144,72,0,104,89.99984442,9.899343606,-0.000722426,13.783798729268897,106.90582237929203,Sc,O6,Octahedron,104,LiScMo3O8,LiScMo3O8,Kagome ,467.71,3,120,115,80,,2.094115355,0.698038452,,,C/10,,,100,Symmetric,10.1021/jacs.1c12070,Wadsley-Roth Adjacent,,,0.5
30,0.024063543,0.7064101083241144,0.010811671,1.207716400318093,192,48,0,144,89.96894445517292,2.312065089560163,0.5808783291588469,12.054298080783434,5.832664827520747,Mg,O6,Octahedron,144,MgNb2O6,MgNb2O6,Columbite,306.11,3,22.76423871,80.05132097,65.64856225,0.820080936,,,0.26,0.086666667,,,,,Asymmetric,10.1021/jp206505y,Wadsley-Roth Adjacent,,,0.25
31,0.1506445701999755,0.2761864175534897,0.062784921,1.2238087169748009,192,48,0,144,90.02217390392411,3.231359947187147,-1.168301073,10.460987411913628,11.39146777123697,Nb,O6,Octahedron,144,MgNb2O6,MgNb2O6,Columbite,306.11,3,22.76423871,80.05132097,65.64856225,0.820080936,,,0.26,0.086666667,,,,,Asymmetric,10.1021/jp206505y,Wadsley-Roth Adjacent,,,0.25
32,0.1804640753036823,0.2183335474205422,0.091233099,0.942132991,8,24,0,56,106.83290549612748,25.147946342063413,1.0578093900893326,4.798627110174623,,V,O5,Square pyramid,56,V2O5,Mo0.56V1.44O5,,,,,,,,,,,,,,,,,,,,,3
33,0.8311177584273449,0.7071067811865475,0.4425340515726162,2.461208005223087,200,31,10,244,90,28.70734921887113,-1.54E-16,2.490330395725164,899.0311627355138,Mo,O6,Octahedron,244,Nb16MoO44,Mo3Nb14O44,,2292.48,17,,,,,,,,,,4,4,,,,Wadsley-Roth,16,16,0.155
34,0.8311177584273448,0.7071067811865481,0.4425340515726162,8.269140730534232,200,31,10,244,99.61193921279757,44.58040711356152,-0.321150549,1.8677477967938745,,Mo,O6,Trigonal prism,244,Nb16MoO44,Mo3Nb14O44,,2292.48,17,,,,,,,,,,4,4,,,,Wadsley-Roth,16,16,0.155
35,1.0563961626431757,-0.894446695,0.3209992939829361,1.4410165714794838,200,31,10,244,94.56476037058933,20.43808360205644,0.4788272088615383,14.494616649540829,475.0983234460135,Nb,O6,Octahedron,244,Nb16MoO44,Mo3Nb14O44,,2292.48,17,,,,,,,,,,4,4,,,,Wadsley-Roth,16,16,0.155
36,0.7823657264865794,-0.425847335,0.3113730410043624,3.874186939099514,200,31,10,244,96.64191695,30.28631318399809,-0.175299958,9.573341092446068,,Nb,O6,Trigonal prism,244,Nb16MoO44,Mo3Nb14O44,,2292.48,17,,,,,,,,,,4,4,,,,Wadsley-Roth,16,16,0.155
37,0.134847046,-0.083613341,0.068791153,1.2041238144951534,88,0,0,120,90.00698032099221,1.7795649397875906,0.1353302833008582,9.508994551059091,3.4868111338145327,Mo,O6,Octahedron,120,Mo4O11,Mo4O11,,,,,,,,,,,,,,,,,,,,,0
38,0.013607472,0.6931242376313301,0.006693713,2.2520976065997336,88,0,0,120,109.4699638298634,1.1139792470177183,1.4502211064453323,2.682514671076901,1.4891416108128408,Mo,O4,Tetrahedron,120,Mo4O11,Mo4O11,,,,,,,,,,,,,,,,,,,,,0
39,0.00238929,-1.74E-14,0.001406562,2.251545675954583,84,64,0,184,109.47814002617636,1.4909674642396182,0.6510065526480346,2.512865929,2.667638229,Mo,O4,Tetrahedron,184,Nb12MoO33,MoNb12O33,WR,1738.8,13,401,299.34,295.35,0.986670675,296.06,0.98904256,26.01577116,2.001213166,1,3,4,inf,Symmetric,10.1039/C9TA00309F,Wadsley-Roth,12,14,0.761904762
40,0.090952371,0.1786124558193692,0.043063856,1.261190797771438,84,64,0,184,94.17866141150512,15.317891470982545,1.3367081653466142,9.512076372028108,318.3643605724431,Nb,O6,Octahedron,184,Nb12MoO33,MoNb12O33,WR,1738.8,13,401,299.34,295.35,0.986670675,296.06,0.98904256,26.01577116,2.001213166,1,3,4,inf,Symmetric,10.1039/C9TA00309F,Wadsley-Roth,12,14,0.761904762
41,0.3766433094624073,0.707106781,0.1244134792330954,2.1425194739352387,96,98,2,188,90,30.71792995631827,2.1202576184558206e-16,12.842014095350656,1029.3722408741185,Na,O6,Octahedron,188,NaNb13O33,NaNb13O33,WR,1758.75,13,225,216.61,165.31,0.763168829,214.91,0.992151794,14.76485982,1.135758448,0.066666,5,2.5,inf,Symmetric,10.1021/acs.chenmater.3c01066,Wadsley-Roth,12.5,15,1.020833333
42,0.1647804860819225,0.4705174384585462,0.064395335,1.2244927420686704,96,98,2,188,90.09054253228427,3.469985026803305,-0.034610494,10.308143297489202,15.97120959453568,Nb,O6,Octahedron,188,NaNb13O33,NaNb13O33,WR,1758.75,13,225,216.61,165.31,0.763168829,214.91,0.992151794,14.76485982,1.135758448,0.066666,5,2.5,inf,Symmetric,10.1021/acs.chenmater.3c01066,Wadsley-Roth,12.5,15,1.020833333
43,0.2404287441161582,-0.505003204,0.056312496,4.7255278476980624,28,34,2,48,102.9364757279406,27.95006391150342,0.4109985301036256,15.151742610517331,,Na,O6,Trigonal prism,48,NaNb3O8,NaNb3O8,Layered,429.7,3,350,350,153.04,0.437257143,161.25,0.460714286,5.611462922,1.870487641,0.0056,2,2,inf,Symmetric,10.1039/D1TA02992D,Wadsley-Roth Adjacent,4,8,1.214285714
44,0.2904594549677208,0.1960322388030417,0.1205085497395422,1.2443637649090824,28,34,2,48,90.25683578,5.898726711465833,0.1588522767288861,10.820532309390222,40.33027969754755,Nb,O6,Octahedron,48,NaNb3O8,NaNb3O8,Layered,429.7,3,350,350,153.04,0.437257143,161.25,0.460714286,5.611462922,1.870487641,0.0056,2,2,inf,Symmetric,10.1039/D1TA02992D,Wadsley-Roth Adjacent,4,8,1.214285714
45,0.1126701865293767,0.3565186377563419,0.045473781,1.229828436708731,168,112,0,328,92.29148081339952,10.399257251079812,0.8599014264096306,10.00477428253333,186.85722475744143,Nb,O6,Octahedron,328,Nb12O29,Nb12O29,,,,,,,,,,,,,,,,,,,,,0.666666667
46,0.1771958857657038,-1.00403421,0.074185736,2.560371152791195,168,112,0,328,109.22894204629102,7.223292905317139,1.2273703499807116,3.4829168313333367,62.68159117236593,Nb,O4,Tetrahedron,328,Nb12O29,Nb12O29,,,,,,,,,,,,,,,,,,,,,0.666666667
47,0.07515269,0.5120578028576063,0.025559628,1.2124797211351577,16,40,0,88,90.14836534193788,3.593671956550752,-0.123292544,10.025260945700005,21.16880248252513,Nb,O6,Octahedron,88,Nb3O8,Nb3O7F,WR,409.71,3,160,161.63,,,105.22,0.650993009,2.445903094,0.815301031,,,inf,inf,Asymmetric,10.1039/d0ta01406k,Wadsley-Roth Adjacent,,,2.5
48,0.07515269,0.5120578028576063,0.025559628,1.2124797211351577,16,40,0,88,90.14836534193788,3.593671956550752,-0.123292544,10.025260945700005,21.16880248252513,Nb,O6,Octahedron,88,Nb3O8,Nb3O7F,ReO3,409.71,3,110,110,,,85,0.772727273,1.681558377,0.560519459,0.1,3,inf,inf,Asymmetric, 10.1039/d0ta01406k,Wadsley-Roth Adjacent,,,2.5
49,8.654158292533547e-16,,4.3458040612419136e-16,2.387652471694277,80,10,8,140,110.02430124424768,14.489215623901242,-0.707106781,2.1496328520801926,252.2919210681516,Mo,O4,Tetrahedron,140,Nb9MoO25,Nb7Ti1.5Mo1.5O25,WR,11177.54,10,268,267.55,247.61,232.44,1.080529866,1.151049733,111.7696076,11.17696076,0.1,3,3,inf,Asymmetric,10.1039/D3DT02144K,Wadsley-Roth,9,12,0.125
50,0.013591061,-0.707106781,0.006671164,1.1933914443206337,80,10,8,140,90.06671664429153,2.768206958,-0.072191101,9.41483665,8.364459134312762,Nb,O6,Octahedron,140,Nb9MoO25,Nb7Ti1.5Mo1.5O25,WR,11177.54,10,268,267.55,247.61,232.44,1.080529866,1.151049733,111.7696076,11.17696076,0.1,3,3,inf,Asymmetric,10.1039/D3DT02144K,Wadsley-Roth,9,12,0.125
51,0.2580781777617365,0.3110524149897409,0.1068621999160259,0.9088497177566685,80,10,8,140,106.3064551816422,24.09947460900293,0.9396376421851922,6.918115340829125,,Nb,O5,Square pyramid,140,Nb9MoO25,Nb7Ti1.5Mo1.5O25,WR,11177.54,10,268,267.55,247.61,232.44,1.080529866,1.151049733,111.7696076,11.17696076,0.1,3,3,inf,Asymmetric,10.1039/D3DT02144K,Wadsley-Roth,9,12,0.125
52,0.3634101178322345,-0.32961894,0.1535428777793885,5.790866596403481,80,10,8,140,100.67349328541758,40.24852536780763,-1.079633084,4.343387830365749,,Nb,O6,Trigonal prism,140,Nb9MoO25,Nb7Ti1.5Mo1.5O25,WR,11177.54,10,268,267.55,247.61,232.44,1.080529866,1.151049733,111.7696076,11.17696076,0.1,3,3,inf,Asymmetric,10.1039/D3DT02144K,Wadsley-Roth,9,12,0.125
53,0.1550803139980612,0.3138083469929874,0.063511947,1.2376652882146837,120,76,0,224,90.12862934574336,6.295582372516002,-0.197593529,10.597349509161983,45.40507838762361,Nb,O6,Octahedron,224,Nb2O5,N_Nb2O5,,,,,,,,,,,,,,,,,,Wadsley-Roth,,,0.633333333
54,0.005524416,-0.436157542,0.002376969,1.667923739598138,120,76,0,224,106.46196581230404,23.55786273054343,0.986435275,6.784233606630035,,Nb,O5,Trigonal bipyramid,224,Nb2O5,N_Nb2O5,,,,,,,,,,,,,,,,,,Wadsley-Roth,,,0.633333333
55,0.1240880834439406,0.2548283404790666,0.045591643,1.2254431937989043,48,50,0,140,90.21727790490748,5.078241385901859,-0.276712877,10.21241542,31.89822219818828,Nb,O6,Octahedron,140,Nb9PO25,PNb9O25,WR,1267.11,9,254,246.27,229.84,0.933284606,229.27,0.930970073,12.00855453,1.334283837,0.1,3,3,inf,Symmetric,10.1016/j.jpowsour.2021.230776,Wadsley-Roth,9,12,1.041666667
56,4.929550037865688e-16,,1.9528214178043047e-16,1.1905507889761495,81,0,0,108,90,2.2999396682681942e-14,,8.677041817333334,6.201243544234345e-28,Re,O6,Octahedron,108,ReO3,ReO3,,,,,,,,,,,,,,,,,,,,,0
57,0.1958030477936985,0.05179726,0.081774727,1.2305123661814537,8,32,0,56,90.07252795494756,3.2942443392448486,-0.065937485,10.394110652094197,11.844333895522478,Nb,O6,Octahedron,56,Nb2O5,R_Nb2O5,V2O5,265.81,2,176.48,176.48,180.23,1.021248867,167.85,0.951099275,1.750287979,0.87514399,0.1,2,inf,inf,Symmetric,10.1039/D2TA08653K,Wadsley-Roth Adjacent,,,4
58,0.1516201291298131,0.256345274,0.060040348,1.2235841929371991,192,132,0,352,90.18789843,4.913992049114653,-0.119398098,10.193454914865596,28.63596701702178,Nb,O6,Octahedron,352,Nb13O31,Ta7Ti1.5Mo1.5O25,WR,11793.83,10,140,139.16,97.1,97.53,1.433161689,1.426843023,61.606367,6.1606367,0.1,3,3,inf,Asymmetric,10.1039/D3DT02144K,Wadsley-Roth,9,12,0.6875
59,0.011582585,-1.08E-14,0.006319604,2.270882281628387,192,132,0,352,109.56533816779437,5.3722658049283405,0.7137712697527828,3.116130056784292,34.64411758665302,Nb,O4,Tetrahedron,352,Nb13O31,Ta7Ti1.5Mo1.5O25,WR,11793.83,10,140,139.16,97.1,97.53,1.433161689,1.426843023,61.606367,6.1606367,0.1,3,3,inf,Asymmetric,10.1039/D3DT02144K,Wadsley-Roth,9,12,0.6875
60,0.1311249604292681,-0.220855771,0.049132252,1.6958503812441377,192,132,0,352,100.92189033901391,18.16042957605724,1.6949216529844138,6.035110164214836,,Nb,O5,Trigonal bipyramid,352,Nb13O31,Ta7Ti1.5Mo1.5O25,WR,11793.83,10,140,139.16,97.1,97.53,1.433161689,1.426843023,61.606367,6.1606367,0.1,3,3,inf,Asymmetric,10.1039/D3DT02144K,Wadsley-Roth,9,12,0.6875
61,0.1110926145951984,0.2992893863081239,0.044353707,1.2420489561414767,136,168,0,328,93.69305091781422,13.90662539259693,1.5495680275498682,9.842444900793751,294.98884134550616,Nb,O6,Octahedron,328,Nb12O29,Ti1.3Nb24O62,WR,3269.6,25,300,305,240,0.786885246,200,0.655737705,36.59810333,1.463924133,0.1,3,4,2,Symmetric,10.1021/acs.inorgchem.6b03154,Wadsley-Roth,12,14,1.235294118
62,0.1536073721302118,-0.164194856,0.061232273,1.250302613,48,70,0,120,93.70291608744375,13.95176444700244,1.6372619149845076,9.865669247807665,296.56817268722847,Nb,O6,Octahedron,120,Nb3O7,Ti2Nb10O29,WR,1488.78,12,251.4,268.79,237.28,0.882770936,255.96,0.952267569,13.9649215,0.859295915,0.5,3,4,inf,Symmetric,10.1063/5.0054030,Wadsley-Roth,12,14,1.458333333
63,0.1616514349899156,0.2855787876080038,0.06949351,1.2584687252882203,92,56,0,164,92.41737392482612,10.328338131291916,0.1818880318338773,10.16692948659234,207.52874831644533,Nb,O6,Octahedron,164,Nb12O29,TiNb2O7,WR,345.7,3,232.6,281.73,291.35,1.047418752,281.73,1.01283434,4.514504845,1.504834948,0.1,3,3,inf,Symmetric,10.1021/jacs.9b06669,Wadsley-Roth,9,12,0.608695652
64,0.1616514349899156,0.2855787876080038,0.06949351,1.2584687252882203,92,56,0,164,92.41737392482612,10.328338131291916,0.1818880318338773,10.16692948659234,207.52874831644533,Nb,O6,Octahedron,164,Nb12O29,TiNb2O7,WR,365.41,3,388,350,302,0.862857143,308,0.88,5.28999003,1.76333001,0.1,3,3,inf,Symmetric,10.1039/C5TA01073J,Wadsley-Roth,9,12,0.608695652
65,0.1536871809831186,0.4386416546684005,0.070712752,0.9596323512791092,92,56,0,164,100.87460705124349,20.42861201904421,0.7353754247639054,6.011675391161223,,Nb,O5,Square pyramid,164,Nb12O29,TiNb2O7,WR,345.7,3,232.6,281.73,291.35,1.047418752,281.73,1.01283434,4.514504845,1.504834948,0.1,3,3,inf,Symmetric,10.1021/jacs.9b06669,Wadsley-Roth,9,12,0.608695652
66,0.1536871809831186,0.4386416546684005,0.070712752,0.9596323512791092,92,56,0,164,100.87460705124349,20.42861201904421,0.7353754247639054,6.011675391161223,,Nb,O5,Square pyramid,164,Nb12O29,TiNb2O7,WR,365.41,3,388,350,302,0.862857143,308,0.88,5.28999003,1.76333001,0.1,3,3,inf,Symmetric,10.1039/C5TA01073J,Wadsley-Roth,9,12,0.608695652
67,0.1288520125686513,-0.128651178,0.059190993,1.6899325287186244,92,56,0,164,100.37900680583289,17.081015729124843,1.576460313160807,5.643348764703962,,Nb,O5,Trigonal bipyramid,164,Nb12O29,TiNb2O7,WR,345.7,3,232.6,281.73,291.35,1.047418752,281.73,1.01283434,4.514504845,1.504834948,0.1,3,3,inf,Symmetric,10.1021/jacs.9b06669,Wadsley-Roth,9,12,0.608695652
68,0.1288520125686513,-0.128651178,0.059190993,1.6899325287186244,92,56,0,164,100.37900680583289,17.081015729124843,1.576460313160807,5.643348764703962,,Nb,O5,Trigonal bipyramid,164,Nb12O29,TiNb2O7,WR,365.41,3,388,350,302,0.862857143,308,0.88,5.28999003,1.76333001,0.1,3,3,inf,Symmetric,10.1039/C5TA01073J,Wadsley-Roth,9,12,0.608695652
69,0.1276581718250093,0.482940469,0.050663509,1.223179468286782,48,70,0,120,90.18871335833072,4.528084969935618,0.2347536582296683,10.08235788556971,26.85693913514568,Ta,O6,Octahedron,120,Ta7Ti2O21,TiNb6O17,WR,877.29,7,383,380,320,0.842105263,330,0.868421053,12.53674096,1.790962995,0.1,4,3,1,Symmetric,10.1039/c5cc01494h,Wadsley-Roth,12,14,1.458333333
70,0.1615828698896229,-0.035777956,0.066149962,1.2367624208719443,48,70,0,120,90.11700956753042,4.414742245795127,-0.17407146,9.939707796726076,21.27669854803839,Ti,O6,Octahedron,120,Ta7Ti2O21,TiNb6O17,WR,877.29,7,383,380,320,0.842105263,330,0.868421053,12.53674096,1.790962995,0.1,4,3,1,Symmetric,10.1039/c5cc01494h,Wadsley-Roth,12,14,1.458333333
