Unnamed: 0,avg_bond_length,std_bond_length,skew_bond_length,distortion_index,quadratic_elongation,n_corner_pairs,n_edge_pairs,n_face_pairs,n_atoms_in_cell,avg_bond_angles,std_bond_length_angles,skew_bond_length_angles,volumes,bond_angle_variance,central_atoms,polyhedra_formula,poly_types,n_atoms_per_cell,Formula,cif_name,Structure type,Mol wt (g/mol),Central Atom(s),Total Number of TM,Capacity (mAh/g),1st Discharge (mAh/g),1st Charge (mAh/g),1st Charge/1st Discharge Ratio,2nd Discharge (mAh/g),2nd/1st Discharge Ratio,x moles of Li+,Li/TM ,Rate of cycling (nC),m (width),n (height),Repeat (e.g. ? or 1 ),Starting Voltage (V),Ending Voltage (V),Cycling Shape,Paper with reported capacity,Notes,Structure,Area,Perimeter
11,1.9860566358255936,0.2300136550436534,0.1862306885202333,0.099032795,1.258135915929838,0.1111111111111111,0.1388888888888889,0,180,90.01840753050064,4.820496208228919,-0.045991361,9.614886764486844,25.35002457897657,V,O6,Octahedron,180,V3O7,(W0.2V0.8)3O7,WR,344.56,"W,V",1,180,286.96,267.39,0.931802342,263.81,0.919326735,2.671048142,2.671048142,5,4,4,1,1,3,Symmetric,10.1021/acs.chemmater.0c03496?ref=pdf,Capacity approximated from Fig 5c in paper,Wadsley-Roth,16,8
12,1.9860566358255936,0.2300136550436531,0.186230689,0.099032795,1.2581359159298375,0.2222222222222222,0.2777777777777778,0,180,90.01840753050064,4.8204962082289295,-0.045991361,9.614886764486853,25.35002457897668,V,O6,Octahedron,180,V3O7,(W0.2V0.8)3O7,WR,344.56,"W,V",1,180,286.96,267.39,0.931802342,263.81,0.919326735,2.671048142,2.671048142,5,4,4,1,1,3,Symmetric,10.1021/acs.chemmater.0c03496?ref=pdf,Capacity approximated from Fig 5c in paper,Wadsley-Roth,16,8
13,1.9860566358255944,0.2300136550436527,0.1862306885202342,0.099032795,1.2581359159298375,0.1555555555555555,0.1944444444444444,0,180,90.01840753050065,4.820496208228926,-0.045991361,9.614886764486856,25.35002457897664,V,O6,Octahedron,180,V3O7,(W0.2V0.8)3O7,WR,344.56,"W,V",1,180,286.96,267.39,0.931802342,263.81,0.919326735,2.671048142,2.671048142,5,4,4,1,1,3,Symmetric,10.1021/acs.chemmater.0c03496?ref=pdf,Capacity approximated from Fig 5c in paper,Wadsley-Roth,16,8
14,1.9860566358255944,0.2300136550436527,0.1862306885202341,0.099032795,1.2581359159298375,0.044444444,0.055555556,0,180,90.01840753050065,4.820496208228912,-0.045991361,9.614886764486858,25.35002457897649,V,O6,Octahedron,180,V3O7,(W0.2V0.8)3O7,WR,344.56,"W,V",1,180,286.96,267.39,0.931802342,263.81,0.919326735,2.671048142,2.671048142,5,4,4,1,1,3,Symmetric,10.1021/acs.chemmater.0c03496?ref=pdf,Capacity approximated from Fig 5c in paper,Wadsley-Roth,16,8
15,2.0392324792726764,0.1284547709808701,-0.707106781,0.059389168,1.1954401019865444,0.1,0,0,180,90,5.1504744228462744e-14,,11.237484752111971,2.9374311525320588e-27,V,O6,Octahedron,180,V3O7,(W0.2V0.8)3O7,WR,344.56,"W,V",1,180,286.96,267.39,0.931802342,263.81,0.919326735,2.671048142,2.671048142,5,4,4,1,1,3,Symmetric,10.1021/acs.chemmater.0c03496?ref=pdf,Capacity approximated from Fig 5c in paper,Wadsley-Roth,16,8
16,2.039232479272677,0.1284547709808704,-0.707106781,0.059389168,1.1954401019865442,0.1,0,0,180,90,2.248206884446661e-14,,11.237484752111984,5.936058787408535e-28,V,O6,Octahedron,180,V3O7,(W0.2V0.8)3O7,WR,344.56,"W,V",1,180,286.96,267.39,0.931802342,263.81,0.919326735,2.671048142,2.671048142,5,4,4,1,1,3,Symmetric,10.1021/acs.chemmater.0c03496?ref=pdf,Capacity approximated from Fig 5c in paper,Wadsley-Roth,16,8
17,1.9361143212962573,0.1744643264392901,-0.0456094,0.070624084,1.2159901971095968,0.034482759,0.034482759,0,348,90.12941818741982,4.480284886952585,0.1899263151080821,9.374724394928409,21.91603825689901,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
18,1.936114321296258,0.174464326,-0.0456094,0.070624084,1.2159901971095968,0.034482759,0.034482759,0,348,90.12941818741982,4.480284887,0.1899263151080741,9.374724394928409,21.916038256899064,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
19,1.952433996,0.1341094538395824,-1.661149643,0.05036644,1.2339446740021998,0.028735632,0.005747126,0,348,90.22974019865404,6.063903873,0.1839627789800441,9.404726684018218,40.17132080955245,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
20,1.952433996,0.1341094538395826,-1.661149643,0.05036644,1.233944674002199,0.028735632,0.005747126,0,348,90.22974019865404,6.063903873183689,0.1839627789800428,9.404726684018222,40.17132080955243,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
21,1.952433996,0.1341094538395818,-1.661149643,0.05036644,1.2339446740022004,0.043103448,0.00862069,0,348,90.22974019865404,6.063903873183676,0.1839627789800401,9.404726684,40.171320809552284,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
22,1.952433996,0.1341094538395819,-1.661149643,0.05036644,1.2339446740021998,0.014367816,0.002873563,0,348,90.22974019865404,6.063903873183684,0.1839627789800417,9.404726684018224,40.17132080955238,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
23,1.9647351624639589,0.1746832529324097,0.2252748651349253,0.084320086,1.265737474806533,0.017241379,0.017241379,0,348,95.19167135097231,18.49412691051124,1.689119804563422,9.224805598868308,399.7350300651526,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
24,1.964735162463959,0.1746832529324109,0.2252748651349324,0.084320086,1.265737474806534,0.025862069,0.025862069,0,348,95.19167135,18.49412691051125,1.689119804563419,9.224805598868306,399.7350300651535,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
25,1.9647351624639595,0.174683253,0.225274865,0.084320086,1.2657374748065342,0.00862069,0.00862069,0,348,95.19167135,18.494126910511245,1.6891198045634226,9.224805598868311,399.7350301,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
26,1.964735162,0.1746832529324106,0.2252748651349356,0.084320086,1.2657374748065346,0.00862069,0.00862069,0,348,95.19167135097231,18.49412691051125,1.689119804563418,9.224805598868308,399.7350300651535,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
27,1.964735162,0.174683253,0.2252748651349148,0.084320086,1.2657374748065346,0.00862069,0.00862069,0,348,95.19167135,18.49412691051125,1.6891198045634157,9.224805598868311,399.7350300651531,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
28,1.9715898872838704,0.2893189368487263,-0.493526631,0.096860545,1.254767432,0.00862069,0.00862069,0,348,90.41449048384602,7.690069879442391,-0.626780291,9.444207408423331,64.70070230389749,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
29,1.9715898872838704,0.2893189368487262,-0.493526631,0.096860545,1.2547674319673403,0.017241379,0.017241379,0,348,90.41449048384602,7.690069879442412,-0.626780291,9.444207408423337,64.70070230389783,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
30,1.9715898872838709,0.2893189368487274,-0.493526631,0.096860545,1.254767431967341,0.025862069,0.025862069,0,348,90.41449048384602,7.690069879442444,-0.626780291,9.444207408423337,64.70070230389835,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
31,1.971589887283871,0.2893189368487269,-0.493526631,0.096860545,1.2547674319673408,0.00862069,0.00862069,0,348,90.41449048384604,7.690069879442409,-0.626780291,9.444207408,64.7007023,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
32,1.971589887283872,0.2893189368487275,-0.493526631,0.096860545,1.2547674319673412,0.00862069,0.00862069,0,348,90.41449048384602,7.690069879442421,-0.626780291,9.444207408423342,64.7007023,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
33,1.990617576169871,0.2653986711835853,-0.728135998,0.1004325185649212,1.3129192991185794,0.011494253,0.00862069,0,348,90.14793697309152,7.265193891,-0.592663797,9.081698547014817,57.605375595364734,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
34,1.9906175761698712,0.2653986711835848,-0.728135998,0.100432519,1.312919299118579,0.045977011,0.034482759,0,348,90.14793697309152,7.265193891499172,-0.592663797,9.081698547014824,57.60537559536476,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
35,1.990617576169872,0.2653986711835858,-0.728135998,0.1004325185649214,1.3129192991185792,0.022988506,0.017241379,0,348,90.14793697309152,7.265193891499159,-0.592663797,9.081698547014824,57.60537559536456,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
36,1.990617576169872,0.2653986711835862,-0.728135998,0.1004325185649216,1.3129192991185794,0.011494253,0.00862069,0,348,90.14793697309152,7.265193891499154,-0.592663797,9.081698547014826,57.605375595364464,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
37,2.034979145055752,0.1208648222047562,0.2096193107037898,0.047520932,1.2683044677507882,0.00862069,0.011494253,0,348,95.44283955,19.276124288597785,2.1513094344393617,10.218925486072536,434.62625906608537,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
38,2.034979145055752,0.1208648222047562,0.209619311,0.047520932,1.2683044677507889,0.017241379,0.022988506,0,348,95.44283955,19.276124288597792,2.1513094344393666,10.218925486072532,434.6262590660858,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
39,2.034979145055752,0.1208648222047574,0.209619311,0.047520932,1.2683044677507895,0.025862069,0.034482759,0,348,95.44283955,19.276124288597785,2.1513094344393653,10.218925486072534,434.62625906608537,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
40,2.0349791450557526,0.1208648222047568,0.209619311,0.047520932,1.2683044677507898,0.017241379,0.022988506,0,348,95.44283955,19.27612429,2.1513094344393684,10.218925486072536,434.6262590660862,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
41,2.040425578813456,0.2336197940035138,0.7243752574063792,0.088758619,1.240643360602046,0.045977011,0.034482759,0,348,90.04958264329017,4.214342214462453,-0.342098487,10.647618237081687,19.377969533581023,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
42,2.040425578813456,0.2336197940035138,0.7243752574063803,0.088758619,1.2406433606020473,0.034482759,0.025862069,0,348,90.04958264329015,4.214342214462438,-0.342098487,10.647618237081693,19.377969533580885,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
43,2.0404255788134567,0.2336197940035135,0.7243752574063871,0.088758619,1.2406433606020473,0.011494253,0.00862069,0,348,90.04958264329018,4.214342214462451,-0.342098487,10.647618237081698,19.37796953,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
44,2.041124247566874,0.1709880389263638,-0.247356048,0.071599318,1.2637824049548183,0.017241379,0.017241379,0,348,95.39175880291154,18.61071038340279,1.522418235260422,10.367176593131136,406.7154042939764,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
45,2.041124247566875,0.1709880389263644,-0.247356048,0.071599318,1.263782404954819,0.051724138,0.051724138,0,348,95.39175880291153,18.61071038340277,1.522418235260412,10.367176593131145,406.7154042939757,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
46,2.0472052784536765,0.1443875644080383,0.6347279655780494,0.051897886,1.2665123182158464,0.025862069,0.034482759,0,348,95.47086233092136,19.630789338779547,2.571459059041564,10.42631107270128,449.9064101,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
47,2.0472052784536774,0.1443875644080378,0.6347279655780036,0.051897886,1.2665123182158475,0.017241379,0.022988506,0,348,95.47086233092134,19.630789338779508,2.571459059041556,10.426311072701278,449.9064100997192,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
48,2.047205278453678,0.1443875644080395,0.6347279655780449,0.051897886,1.2665123182158473,0.025862069,0.034482759,0,348,95.47086233092136,19.63078933877956,2.571459059041566,10.426311072701289,449.9064100997216,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
49,2.1002548084499693,0.1594005418058535,0.7284431557457365,0.070396024,1.2287692261064662,0.034482759,0.034482759,0,348,90.29584742,6.2528767088428046,-0.164919984,11.780700123041472,42.74835581680473,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
50,2.1002548084499697,0.159400542,0.7284431557457376,0.070396024,1.2287692261064662,0.034482759,0.034482759,0,348,90.29584742027298,6.252876708842797,-0.164919984,11.780700123041484,42.74835581680463,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
51,2.1393841289824365,0.1729873469330338,0.9371567916658796,0.059810535,1.217400166294977,0.011494253,0.002873563,0,348,90.10482344843489,5.164969013566317,0.021398968,12.626323180894614,29.114064945209453,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
52,2.139384128982437,0.1729873469330338,0.937156792,0.059810535,1.2174001662949767,0.045977011,0.011494253,0,348,90.10482345,5.164969013566344,0.021398968,12.62632318089462,29.114064945209744,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
53,2.1393841289824373,0.172987347,0.9371567916658862,0.059810535,1.217400166294977,0.011494253,0.002873563,0,348,90.10482344843489,5.164969013566401,0.021398968,12.626323180894625,29.114064945210387,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
54,2.139384128982438,0.1729873469330345,0.937156792,0.059810535,1.2174001662949774,0.011494253,0.002873563,0,348,90.10482344843489,5.164969013566411,0.021398968,12.62632318089463,29.11406495,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
55,2.1393841289824382,0.1729873469330343,0.9371567916659028,0.059810535,1.2174001662949778,0.011494253,0.002873563,0,348,90.10482344843489,5.164969013566408,0.021398968,12.62632318089463,29.114064945210465,Nb,O6,Octahedron,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
56,2.166865126761868,0.6443604983931799,0.6504213404954673,0.277835488,5.040004250295245,0.017241379,0.005747126,0,348,103.73415511134594,32.18785154559507,0.07559109,7.193483858587726,,Nb,O6,Trigonal prism,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
57,2.166865126761868,0.6443604983931809,0.65042134,0.2778354876646494,5.040004250295247,0.051724138,0.017241379,0,348,103.73415511134594,32.18785154559507,0.07559109,7.193483858587727,,Nb,O6,Trigonal prism,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
58,2.3883055241769315,0.84746598,-0.845686121,0.3035489612161055,4.631200308030062,0.014367816,0.00862069,0,348,102.51471906127264,27.436120007590407,-0.409994035,10.935012613439463,,Nb,O6,Trigonal prism,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
59,2.388305524176932,0.8474659799094532,-0.845686121,0.3035489612161055,4.631200308030062,0.014367816,0.00862069,0,348,102.51471906127264,27.436120007590404,-0.409994035,10.935012613439476,,Nb,O6,Trigonal prism,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
60,2.3883055241769324,0.8474659799094519,-0.845686121,0.3035489612161049,4.631200308030059,0.043103448,0.025862069,0,348,102.51471906127269,27.436120007590404,-0.409994035,10.93501261343949,,Nb,O6,Trigonal prism,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
61,2.388305524176933,0.8474659799094523,-0.845686121,0.303548961,4.631200308030062,0.028735632,0.017241379,0,348,102.51471906127269,27.436120007590404,-0.409994035,10.935012613439484,,Nb,O6,Trigonal prism,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
62,2.3883055241769333,0.84746598,-0.845686121,0.3035489612161048,4.631200308030063,0.014367816,0.00862069,0,348,102.51471906127269,27.43612000759041,-0.409994035,10.935012613439486,,Nb,O6,Trigonal prism,348,Nb25O62,Al0.5Nb24.5O62,,,,,,,,,,,,,,,,,,,,,,Wadsley-Roth,0,0
63,1.8985138575779297,0.01408436,0.016312908,0.007273188,1.1999965880355108,0.083333333,0.020833333,0,96,89.99683656759602,4.415353731,0.073558403,9.016374144989046,21.26766390561318,Al,O6,Octahedron,96,AlWO4,AlWO4,,,,,,,,,,,,,,,,,,,,,,,0,0
64,1.898513858,0.01408436,0.016312908,0.007273188,1.1999965880355112,0.25,0.0625,0,96,89.99683656759605,4.415353731338059,0.073558403,9.016374144989047,21.26766390561328,Al,O6,Octahedron,96,AlWO4,AlWO4,,,,,,,,,,,,,,,,,,,,,,,0,0
65,1.898513858,0.01408436,0.016312908,0.007273188,1.199996588035511,0.3333333333333333,0.083333333,0,96,89.99683656759603,4.415353731,0.073558403,9.016374145,21.267663905613368,Al,O6,Octahedron,96,AlWO4,AlWO4,,,,,,,,,,,,,,,,,,,,,,,0,0
66,1.8985138575779303,0.01408436,0.016312908,0.007273188,1.199996588035511,0.5,0.125,0,96,89.99683656759605,4.415353731338064,0.073558403,9.016374144989054,21.26766390561332,Al,O6,Octahedron,96,AlWO4,AlWO4,,,,,,,,,,,,,,,,,,,,,,,0,0
67,1.8985138575779308,0.01408436,0.016312908,0.007273188,1.1999965880355112,0.1666666666666666,0.041666667,0,96,89.99683656759605,4.415353731338058,0.073558403,9.016374144989058,21.26766390561325,Al,O6,Octahedron,96,AlWO4,AlWO4,,,,,,,,,,,,,,,,,,,,,,,0,0
68,1.957503023295588,0.048572553,-0.202026513,0.021293722,1.1973271641963343,0.083333333,0.020833333,0,96,90.01097434064951,2.1661968291888867,-1.86348368,9.916278109694366,5.119122697026195,W,O6,Octahedron,96,AlWO4,AlWO4,,,,,,,,,,,,,,,,,,,,,,,0,0
69,1.9575030232955883,0.048572553,-0.202026513,0.021293722,1.197327164196334,0.3333333333333333,0.083333333,0,96,90.01097434,2.1661968291888867,-1.86348368,9.916278109694373,5.119122697026196,W,O6,Octahedron,96,AlWO4,AlWO4,,,,,,,,,,,,,,,,,,,,,,,0,0
70,1.9575030232955883,0.048572553,-0.202026513,0.021293722,1.1973271641963343,0.75,0.1875,0,96,90.01097434064951,2.1661968291888822,-1.86348368,9.916278109694373,5.119122697026173,W,O6,Octahedron,96,AlWO4,AlWO4,,,,,,,,,,,,,,,,,,,,,,,0,0
71,1.9575030232955888,0.048572553,-0.202026513,0.021293722,1.1973271641963348,0.1666666666666666,0.041666667,0,96,90.01097434064951,2.166196829188879,-1.86348368,9.916278109694376,5.119122697026159,W,O6,Octahedron,96,AlWO4,AlWO4,,,,,,,,,,,,,,,,,,,,,,,0,0
72,2.0076285906289084,0.1399471043821336,-0.168960881,0.062601382,1.2175820547563707,0.0625,0.008928571,0,112,90.00847831844963,2.4746612113027897,-0.074775867,10.431899270388854,6.680749082847625,Nb,O6,Octahedron,112,Nb2O5,B-Nb2O5,,,,,,,,,,,,,,,,,,,,,,,0,0
73,2.007628590628909,0.1399471043821344,-0.168960881,0.062601382,1.2175820547563712,0.25,0.035714286,0,112,90.00847831844962,2.474661211302787,-0.074775867,10.431899270388856,6.680749082847612,Nb,O6,Octahedron,112,Nb2O5,B-Nb2O5,,,,,,,,,,,,,,,,,,,,,,,0,0
74,2.0076285906289093,0.1399471043821347,-0.168960881,0.062601382,1.2175820547563714,1,0.1428571428571428,0,112,90.00847831844962,2.4746612113027786,-0.074775867,10.43189927038886,6.680749082847567,Nb,O6,Octahedron,112,Nb2O5,B-Nb2O5,,,,,,,,,,,,,,,,,,,,,,,0,0
